image_name,Type_1,Type_2,Type_3
0.jpg,0.25069859623908997,0.5689857602119446,0.18031562864780426
1.jpg,0.18665920197963715,0.42488011717796326,0.3884607255458832
2.jpg,0.3016222417354584,0.5357610583305359,0.16261665523052216
3.jpg,0.16504813730716705,0.48509564995765686,0.3498562276363373
4.jpg,0.14065967500209808,0.2352893203496933,0.624051034450531
5.jpg,0.3977108299732208,0.41449227929115295,0.18779690563678741
6.jpg,0.33238622546195984,0.4668771028518677,0.20073668658733368
7.jpg,0.19328612089157104,0.4132751524448395,0.3934386968612671
8.jpg,0.22299526631832123,0.49075326323509216,0.2862515151500702
9.jpg,0.32354918122291565,0.44668784737586975,0.22976301610469818
10.jpg,0.49473056197166443,0.3469773232936859,0.15829215943813324
11.jpg,0.16382688283920288,0.3388079106807709,0.49736523628234863
12.jpg,0.1557675004005432,0.2968774735927582,0.5473551154136658
13.jpg,0.18472373485565186,0.5063413977622986,0.3089348375797272
14.jpg,0.1377101093530655,0.5114100575447083,0.35087981820106506
15.jpg,0.18734975159168243,0.34781837463378906,0.4648319184780121
16.jpg,0.326831579208374,0.42597857117652893,0.24718983471393585
17.jpg,0.426694393157959,0.41459736227989197,0.15870827436447144
18.jpg,0.3700832426548004,0.4780771732330322,0.15183956921100616
19.jpg,0.1684371680021286,0.3540453016757965,0.4775175154209137
20.jpg,0.6425375938415527,0.2639271020889282,0.09353531152009964
21.jpg,0.37559744715690613,0.48414817452430725,0.14025433361530304
22.jpg,0.2024770826101303,0.5601971745491028,0.2373257726430893
23.jpg,0.2619950473308563,0.35736313462257385,0.3806418478488922
24.jpg,0.42708179354667664,0.4067082703113556,0.1662098914384842
25.jpg,0.27312272787094116,0.5811367034912109,0.1457405537366867
26.jpg,0.5769724249839783,0.31138572096824646,0.11164180189371109
27.jpg,0.13278813660144806,0.571404755115509,0.2958071529865265
28.jpg,0.2397591918706894,0.5338466763496399,0.22639411687850952
29.jpg,0.17768602073192596,0.4923993647098541,0.3299146592617035
30.jpg,0.3054056167602539,0.5003405213356018,0.19425392150878906
31.jpg,0.3073378801345825,0.49979934096336365,0.19286279380321503
32.jpg,0.19446925818920135,0.4364841878414154,0.36904653906822205
33.jpg,0.3420768678188324,0.39997586607933044,0.25794723629951477
34.jpg,0.21810121834278107,0.47255775332450867,0.30934104323387146
35.jpg,0.15557216107845306,0.4122939109802246,0.4321339428424835
36.jpg,0.3532957136631012,0.4711306095123291,0.17557363212108612
37.jpg,0.39518555998802185,0.4548499286174774,0.14996452629566193
38.jpg,0.13837574422359467,0.5619422793388367,0.29968202114105225
39.jpg,0.2859063744544983,0.4300096333026886,0.2840839624404907
40.jpg,0.18526773154735565,0.282444566488266,0.5322876572608948
41.jpg,0.14773276448249817,0.5027061104774475,0.3495612144470215
42.jpg,0.2216501235961914,0.5511228442192078,0.2272270917892456
43.jpg,0.1525760143995285,0.4922291040420532,0.35519489645957947
44.jpg,0.20884084701538086,0.49722132086753845,0.29393789172172546
45.jpg,0.16870538890361786,0.4314763844013214,0.39981818199157715
46.jpg,0.2313091903924942,0.3507073223590851,0.4179835021495819
47.jpg,0.253250390291214,0.604279100894928,0.14247043430805206
48.jpg,0.16689163446426392,0.2786887586116791,0.5544196367263794
49.jpg,0.16818086802959442,0.31086769700050354,0.520951509475708
50.jpg,0.225184366106987,0.3777318298816681,0.3970837891101837
51.jpg,0.37762466073036194,0.5005468726158142,0.12182846665382385
52.jpg,0.15902400016784668,0.4875553846359253,0.353420615196228
53.jpg,0.16083978116512299,0.43723759055137634,0.4019226133823395
54.jpg,0.15107788145542145,0.43649551272392273,0.412426620721817
55.jpg,0.1807699203491211,0.23222987353801727,0.5870001912117004
56.jpg,0.2063881903886795,0.5755078196525574,0.21810407936573029
57.jpg,0.2882629930973053,0.5524966716766357,0.15924032032489777
58.jpg,0.2010025978088379,0.4555281400680542,0.3434692621231079
59.jpg,0.5958331227302551,0.3005499541759491,0.10361695289611816
60.jpg,0.24048803746700287,0.5468538403511047,0.2126581221818924
61.jpg,0.3867955505847931,0.43083247542381287,0.18237197399139404
62.jpg,0.1835138201713562,0.450410932302475,0.3660752475261688
63.jpg,0.23144344985485077,0.4962836503982544,0.2722729444503784
64.jpg,0.3465295732021332,0.4541749954223633,0.19929547607898712
65.jpg,0.566552460193634,0.3187199532985687,0.11472759395837784
66.jpg,0.15339262783527374,0.24614252150058746,0.6004648804664612
67.jpg,0.13846354186534882,0.22688168287277222,0.6346548199653625
68.jpg,0.2186174839735031,0.5337586402893066,0.24762387573719025
69.jpg,0.30668142437934875,0.4573272168636322,0.23599135875701904
70.jpg,0.3112722635269165,0.5381411910057068,0.1505865603685379
71.jpg,0.28196194767951965,0.5238099694252014,0.19422805309295654
72.jpg,0.30653485655784607,0.5668738484382629,0.12659130990505219
73.jpg,0.3035838305950165,0.4668252468109131,0.22959095239639282
74.jpg,0.17304499447345734,0.31985917687416077,0.5070957541465759
75.jpg,0.3753891885280609,0.488417387008667,0.13619348406791687
76.jpg,0.177714541554451,0.34379610419273376,0.47848936915397644
77.jpg,0.24047046899795532,0.4651193618774414,0.29441016912460327
78.jpg,0.16220906376838684,0.2726949155330658,0.5650960206985474
79.jpg,0.30989935994148254,0.5905908942222595,0.09950973838567734
80.jpg,0.2690524756908417,0.44472113251686096,0.2862263023853302
81.jpg,0.1902329921722412,0.5883081555366516,0.22145886719226837
82.jpg,0.41630515456199646,0.4688955247402191,0.11479929834604263
83.jpg,0.20940029621124268,0.3001249134540558,0.49047479033470154
84.jpg,0.5450924038887024,0.3298289477825165,0.12507867813110352
85.jpg,0.5287449955940247,0.324985533952713,0.14626945555210114
86.jpg,0.22325189411640167,0.3921920359134674,0.3845560848712921
87.jpg,0.1596701592206955,0.3073176443576813,0.5330122113227844
88.jpg,0.3708166182041168,0.43251559138298035,0.19666777551174164
89.jpg,0.18651382625102997,0.42318788170814514,0.3902982771396637
90.jpg,0.3487277925014496,0.4351224899291992,0.21614976227283478
91.jpg,0.3807556629180908,0.4144698679447174,0.20477443933486938
92.jpg,0.11481110006570816,0.31449761986732483,0.5706912875175476
93.jpg,0.1705118864774704,0.5829312801361084,0.24655680358409882
94.jpg,0.2512430250644684,0.575026273727417,0.1737307459115982
95.jpg,0.18306267261505127,0.5200059413909912,0.29693135619163513
96.jpg,0.2705908715724945,0.5348449349403381,0.19456417858600616
97.jpg,0.20219890773296356,0.3390892744064331,0.4587118327617645
98.jpg,0.3434689939022064,0.5287129878997803,0.1278180181980133
99.jpg,0.21377800405025482,0.45025941729545593,0.3359626233577728
100.jpg,0.2994220554828644,0.5338330864906311,0.16674478352069855
101.jpg,0.37645354866981506,0.3993685245513916,0.22417788207530975
102.jpg,0.24676764011383057,0.47017380595207214,0.28305861353874207
103.jpg,0.21724198758602142,0.4429560601711273,0.33980199694633484
104.jpg,0.20927728712558746,0.42628100514411926,0.36444172263145447
105.jpg,0.17578072845935822,0.2747412323951721,0.5494779944419861
106.jpg,0.2181529849767685,0.5352998375892639,0.24654710292816162
107.jpg,0.14531759917736053,0.41116249561309814,0.44351986050605774
108.jpg,0.20598949491977692,0.4173649549484253,0.376645565032959
109.jpg,0.17126385867595673,0.25255176424980164,0.5761844515800476
110.jpg,0.2989264130592346,0.4544057846069336,0.24666784703731537
111.jpg,0.2621974050998688,0.45879557728767395,0.2790069580078125
112.jpg,0.13033033907413483,0.6030014157295227,0.2666682004928589
113.jpg,0.20136241614818573,0.44731271266937256,0.3513248860836029
114.jpg,0.1863618642091751,0.3740098178386688,0.43962833285331726
115.jpg,0.16735126078128815,0.6008327603340149,0.23181594908237457
116.jpg,0.1814889907836914,0.3328370153903961,0.4856739938259125
117.jpg,0.29672977328300476,0.5151497721672058,0.18812048435211182
118.jpg,0.1434403359889984,0.3167101740837097,0.5398494601249695
119.jpg,0.37280213832855225,0.4080144166946411,0.21918340027332306
120.jpg,0.22202478349208832,0.6250216364860535,0.15295358002185822
121.jpg,0.18109089136123657,0.5203394293785095,0.2985696494579315
122.jpg,0.18371786177158356,0.2909700274467468,0.5253121256828308
123.jpg,0.5749788284301758,0.2889399826526642,0.13608117401599884
124.jpg,0.1727585345506668,0.2783201038837433,0.5489213466644287
125.jpg,0.17701667547225952,0.35453811287879944,0.46844518184661865
126.jpg,0.2005084753036499,0.6104322075843811,0.189059317111969
127.jpg,0.25802886486053467,0.3826017677783966,0.3593693971633911
128.jpg,0.3459895849227905,0.502651035785675,0.1513594537973404
129.jpg,0.24297279119491577,0.5908828377723694,0.16614441573619843
130.jpg,0.36669421195983887,0.4271838665008545,0.20612192153930664
131.jpg,0.1912335902452469,0.24676291644573212,0.5620034337043762
132.jpg,0.25271618366241455,0.4466772973537445,0.30060651898384094
133.jpg,0.13219581544399261,0.3080883026123047,0.5597159266471863
134.jpg,0.182420015335083,0.6602725982666016,0.15730737149715424
135.jpg,0.1697942614555359,0.6813564896583557,0.1488492488861084
136.jpg,0.21836628019809723,0.6130427122116089,0.16859102249145508
137.jpg,0.16761259734630585,0.6010773777961731,0.23131006956100464
138.jpg,0.18843097984790802,0.43062666058540344,0.38094234466552734
139.jpg,0.2592426836490631,0.594201385974884,0.14655594527721405
140.jpg,0.23199862241744995,0.5417295098304749,0.2262718677520752
141.jpg,0.2043706625699997,0.3283013701438904,0.46732795238494873
142.jpg,0.45432937145233154,0.4316653907299042,0.11400528997182846
143.jpg,0.16549132764339447,0.34262681007385254,0.4918818771839142
144.jpg,0.35701489448547363,0.45956137776374817,0.1834236979484558
